"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
393,"NCT05440617","Biorepository in Participants Who Undergo OTC for Gonadotoxic Therapy",,"Recruiting","No Results Available","Acute Ovarian Failure|Infertility|Early Menopause And Infertility In Females After Treatment For Childhood Cancer",,"create a databank of human ovarian tissue|create a databank of human ovarian tissue to elucidate histology and function in human ovaries","Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institutes of Health Clinical Center (CC)","Female","4 Years to 35 Years   (Child, Adult)",,"100","NIH","Observational","Observational Model: Case-Only|Time Perspective: Prospective","10000715|000715-CH","July 22, 2022","September 21, 2041","September 21, 2041","July 1, 2022",,"November 3, 2022","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT05440617"
394,"NCT01347905","Changes in Iron Absorption and Availability Before and After Weight Loss in Obese Pre-menopausal Women and Men.",,"Completed","No Results Available","Obesity","Other: Stable-isotope techniques","Fractional iron absorption before and after weight loss, based on 57Fe and 58Fe isotope concentrations in erythrocytes.|Iron status and regulatory markers (Hb, serum ferritin, transferrin receptor, hepcidin),(pro)inflammatory markers (CRP, AGP, TNF-α, IL-6, leptin), blood volume, body composition (DXA).","Wageningen University|Universidad de Monterrey|Mexican National Institute of Public Health|Swiss Federal Institute of Technology|Unilever R&D","All","18 Years to 50 Years   (Adult)",,"43","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","Iron absorption and obesity","February 2011","September 2013","December 2013","May 5, 2011",,"June 9, 2015","Universidad de Monterrey (UDEM) División de Ciencias de la Salud, San Pedro Garza García, Nuevo Leon, Mexico",,"https://ClinicalTrials.gov/show/NCT01347905"
395,"NCT01805674","Isoflavones and Magnolia Extract in the Quality of Life in Menopausal Women","ESTROCALVI","Completed","No Results Available","Menopause","Dietary Supplement: isoflavones combined with magnolia","the quality of life measured by the scale of Cervantes|Clinical changes in vasomotor symptomatology","Rottapharm Spain","Female","45 Years to 59 Years   (Adult)",,"100","Industry","Observational","Observational Model: Case-Only|Time Perspective: Prospective","ESTROCALVI","March 2013","July 2013","October 2013","March 6, 2013",,"November 5, 2014","Grupo hospitalario Quirón, Erandio, Vizcaya, Spain|Somdex S.L., Barcelona, Spain|Centro Médico Teknon, Barcelona, Spain|Surgery of Dr. Sánchez Muñoz, Ciudad Real, Spain|Gabinete Médico Velazquez, Madrid, Spain|Clínica ginecológica Cecchini, Oviedo, Spain|Instituto Sevillano de Ginecología y Obstetricia, Sevilla, Spain|Surgery of Dr. Mahiques, Valencia, Spain|Surgery of Dr. Raga, Valencia, Spain|Centro Ginecológico Dr. García Pérez-Llantada SL, Zaragoza, Spain",,"https://ClinicalTrials.gov/show/NCT01805674"
396,"NCT00064961","Obesity Prevention After Smoking Cessation in Menopause",,"Completed","No Results Available","Obesity|Menopause","Behavioral: Individualized dietary-control and exercise program|Behavioral: Weight-management and smoking cessation maintenance|Behavioral: Smoking Cessation program",,"National Institute on Aging (NIA)","Female","45 Years to 59 Years   (Adult)","Not Applicable","100","NIH","Interventional","Intervention Model: Parallel Assignment|Masking: Single|Primary Purpose: Prevention","AG0004","March 2000","February 2006","February 2006","July 17, 2003",,"December 11, 2009","LSU Pennington Biomedical Research Center, Baton Rouge, Louisiana, United States",,"https://ClinicalTrials.gov/show/NCT00064961"
397,"NCT01605071","Timing Estrogen After MenoPaUSe","TEMPUS","Completed","Has Results","Insulin Resistance","Drug: Estradiol","Insulin-mediated Glucose Disposal Rate (Hyperinsulinemic-euglycemic Clamp)|Skeletal Muscle Estrogen Receptor Expression|Skeletal Muscle Estrogen Receptor Expression (Protein/Cyto Protein)|Adipose Tissue Estrogen Receptor Expression|Adipose Tissue Estrogen Receptor Expression (ERα:ERβ)","University of Colorado, Denver|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Female","45 Years to 70 Years   (Adult, Older Adult)","Not Applicable","53","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Other","11-0788|R01DK088105","September 2011","November 2015","January 2017","May 24, 2012","March 1, 2021","March 1, 2021","University of Colorado Denver, Aurora, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT01605071"
398,"NCT00787904","Role of T-cells in Post-Menopausal Osteoporosis",,"Completed","Has Results","Osteoporosis",,"Changes in T-cell Activation Measured by Flow Cytometry, Specifically the Percentage of CD3+CD69+ T-cells|Percent Change in Thymus Size Measured by CT Scan|Bone Mineral Density","Atlanta VA Medical Center|Emory University","All","18 Years to 55 Years   (Adult)",,"19","U.S. Fed|Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","T-cells in osteoporosis","December 2006","June 2011","December 2012","November 10, 2008","December 13, 2016","December 13, 2016","Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT00787904"
399,"NCT05332626","Lactobacillus Acidophilus and Postmenopausal Osteoporosis Women","LaBon","Enrolling by invitation","No Results Available","Bone Loss|Post Menopausal Osteoporosis|Mineralization","Dietary Supplement: Probiotic group|Dietary Supplement: Placebo group","calcium|DXA|body mass|height|calcium intake|biomarkers of bone turnover: CTX|biomarkers of bone turnover: TRAP5b|biomarkers of bone resorption: BSAP|biomarkers of bone resorption: PINP|biomarkers of bone metabolism: PTH|biomarkers of bone metabolism: IGF 1|biomarkers of bone metabolism: high-molecular-weight adiponectin|gene polymorphism","Poznan University of Life Sciences|Poznan University of Medical Sciences","Female","45 Years to 70 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","668/21","February 1, 2022","December 2024","December 2024","April 18, 2022",,"May 2, 2022","Poznan University of Life Sciences, Poznań, Wielkopolskie, Poland",,"https://ClinicalTrials.gov/show/NCT05332626"
400,"NCT00307775","Vaginal Estrogen for the Treatment of Faecal Incontinence in Women",,"Terminated","No Results Available","Fecal Incontinence","Drug: oestradiol","Improvement of symptoms and quality of life (QoL) as measured by QoL questionnaires and physiological assessment|Acceptance of treatment mode delivery, through questionnaire","London North West Healthcare NHS Trust","Female","45 Years and older   (Adult, Older Adult)","Not Applicable","43","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","06/VO1/6","March 2006","October 2011","October 2011","March 28, 2006",,"May 1, 2012","North West London Hospitals NHS Trust, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00307775"
401,"NCT05522621","A Muticenter Clinical Study of Chinese Herbal Compound TJAOA102 in Alleviating Menopausal Syndrome",,"Not yet recruiting","No Results Available","Menopausal Syndrome","Drug: TJAOA102","Evaluating the change of Kupperman Index Score（KMI）|recovery rate of ovarian function","Tongji Hospital","Female","18 Years to 55 Years   (Adult)","Early Phase 1","100","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TJ-IRB20220634-MS","October 1, 2022","October 1, 2024","October 1, 2025","August 31, 2022",,"August 31, 2022",,,"https://ClinicalTrials.gov/show/NCT05522621"
402,"NCT00626340","Brain Imaging Study in Menopausal Women With and Without Major Depressive Disorder",,"Completed","Has Results","Menopause|Depression","Drug: MDD diagnosis and Estrogen treatment|Drug: MDD diagnosis and Fluoxetine treatment|Drug: MDD diagnosis with both Estrogen and Fluoxetine treatment|Drug: No depression and estrogen treatment","Comparison of Cortical GABA Levels in 4 Groups of Subjects Using Estrogen Alone, Fluoxetine Alone, Estrogen and Fluoxetine Combined in Pre and Post 4.0T Magnetic Resonance Spectroscopy Sessions.","University of Pennsylvania","Female","40 Years to 70 Years   (Adult, Older Adult)","Phase 4","18","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","9907010780","July 1999","July 2008","July 2008","February 29, 2008","June 1, 2017","June 1, 2017","Yale University, New Haven, Connecticut, United States",,"https://ClinicalTrials.gov/show/NCT00626340"
403,"NCT02668796","To Study Generic Estradiol 10 mcg Vaginal Tablets in the Treatment of Vulvar and Vaginal Atrophy in Post Menopausal Women.",,"Completed","No Results Available","Vulvar and Vaginal Atrophy","Drug: Estradiol Vaginal Tablets 10 mcg (Glenmark)|Drug: Vagifem® (Estradiol Vaginal Tablets) 10 mcg (Novo Nordisk)|Drug: Placebo of Estradiol Vaginal Tablets 10 mcg (Glenmark)","The proportion of subjects with at least 25% reduction from baseline in the sum of % basal/parabasal + %intermediate cells on vaginal cytology and vaginal pH <5.0 with a change from baseline vaginal pH of at least 0.5|The proportion of subjects with treatment success at the end of study where treatment success is defined as a subject who achieves a score of 0 (none) or 1 (mild) at Visit 3/End of Study for the MBS","Glenmark Pharmaceuticals Ltd. India","Female","30 Years to 75 Years   (Adult, Older Adult)","Phase 3","522","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","GLK-1502","January 2016","September 21, 2016","September 21, 2016","January 29, 2016",,"November 14, 2017","Glenmark Pharmaceuticals Inc., Mahwah, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT02668796"
404,"NCT04016090","An Evaluation of Folic Acid to Improve Endothelial Sensitivity to Shear Stress in Seniors",,"Recruiting","No Results Available","Healthy Aging|Aging|Menopause","Dietary Supplement: Folic Acid|Other: Placebo","Endothelial sensitivity to shear rate|Neurovascular transduction","Montreal Heart Institute","All","50 Years to 80 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","ICM-2019-2596","May 16, 2019","April 2024","April 2024","July 11, 2019",,"December 12, 2022","Cardiovascular Prevention and Rehabilitation Centre of the Montreal Heart Institute, Montréal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT04016090"
405,"NCT04048031","Efficacy and Safety of a Nutraceutical Supplement With Standardized Botanicals in Peri-menopausal and Menopausal Women With Thinning Hair",,"Unknown status","No Results Available","Hair Thinning","Dietary Supplement: Nutrafol Supplement Capsules|Other: Placebo Capsules","Number of Terminal Hairs in the Target Area of the Scalp|Number of Vellus Hairs in the Target Area of the Scalp|Number of Total Hairs in the Target Area of the Scalp|Number of terminal hairs, number of vellus hairs, and number of total hairs in the target area of the scalp|Dino-Lite microscopic photographs for terminal hair diameter measurements in the target area|Hair Washing Procedure in clinic for Hair Shedding Counts|Blinded Physician Global Hair Assessment for Hair Growth and Hair Quality|Women's Hair Loss Quality of Life Questionnaire|Self-Assessment Questionnaire|Subject Treatment Satisfaction and Ease of Use Questionnaires|Subject Hair Satisfaction Questionnaire|Menopausal Rating Scale Questionnaire","Ablon Skin Institute Research Center|Nutraceutical Wellness Inc.","Female","40 Years to 65 Years   (Adult, Older Adult)","Not Applicable","70","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","ASIRC-NW-02","June 18, 2019","January 2021","January 2021","August 7, 2019",,"August 9, 2019","Ablon Skin Institute & Research Center, Manhattan Beach, California, United States",,"https://ClinicalTrials.gov/show/NCT04048031"
406,"NCT02834312","E4Relief (Response to Estetrol in Life Improvement for MEnopausal-associated Hot Flushes)",,"Completed","No Results Available","Hot Flushes","Drug: Estetrol|Drug: Placebo","Change in weekly frequency of moderate to severe VMS from baseline to week 4.|Change in weekly frequency of moderate to severe VMS from baseline to week 12.|Change in severity of moderate to severe VMS from baseline to week 4.|Change in severity of moderate to severe VMS from baseline to week 12.|Change from baseline to week 12 in genitourinary symptoms (GSM) of menopause|Change in the Menopause Rating Scale (MRS) from baseline to week 5.|Change in the Menopause Rating Scale (MRS) from baseline to week 12.|Change from baseline to week 12 in Vaginal pH.|Change from baseline to week 12 in Vaginal Maturation Index (MI) (parabasal and superficial cells)|Serum concentration of triglycerides.|Serum concentration of low density lipoprotein (LDL)-cholesterol.|Serum concentration of high density lipoprotein (HLD)-cholesterol.|Serum concentration of total cholesterol.|Fasting glycemia.|Serum concentration of glycated hemoglobin.|Homeostasis model assessment-estimated insulin resistance [HOMA-IR]|Serum concentration of prothrombin fragment 1 + 2.|Activated protein C sensitivity ratio (APCsr) (Endogenous Thrombin Potential [ETP]-Based).|Serum concentration of D-dimers.|Serum concentration of sex-hormone binding globulin (SHBG).|Serum concentration of antithrombin.|Serum concentration of protein-C.|Serum concentration of free protein-S.|Serum concentration of factor VIII.|Serum concentration of free tissue factor pathway inhibitor [TFPI].|Serum concentration of osteocalcin.|Serum concentration of C-terminal telopeptide [CTX-1]|Percentage of subjects who had a change in endometrial thickness at each study visit.|Percentage of subjects with adverse events as a measure of safety and tolerability.|Maximum concentration (Cmax) of E4 in plasma.|Time to Cmax (Tmax) of E4 in plasma.|Terminal half-life (T1/2) of E4 in plasma.|Area under the plasma concentration-time curve from baseline to the last quantifiable concentration following dosing (AUCtau) of E4.","Donesta Bioscience|SynteractHCR","Female","40 Years to 65 Years   (Adult, Older Adult)","Phase 2","260","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MIT-Do0001-C201|2015-004018-44","May 2016","January 22, 2018","January 22, 2018","July 15, 2016",,"January 26, 2018","Donesta Bioscience BV, Liège, Belgium",,"https://ClinicalTrials.gov/show/NCT02834312"
